WELFARECODE,MEDICINENAME,件数
1319748Q1036,エイゾプト懸濁性点眼液１％・５ｍｌ,1659
2329028F3026,パリエット錠５ｍｇ,1337
1129010F1028,☆ルネスタ錠１ｍｇ,2450
1129010F1028,ルネスタ錠１ｍｇ,2574
1319701Q2028,ミケラン点眼液２％・５ｍｌ【AD】,556
3949003F1031,◇ﾌｪﾌﾞｷｿｽﾀｯﾄ錠10mg,334
1129010F1036,◇ｴｽｿﾞﾋﾟｸﾛﾝ錠1mg,67
2316012A1132,◇ﾋﾞｵﾌｪﾙﾐﾝ配合散,92
2316020B1027,ビオフェルミン散剤（１ｇ／包）,1968
1129010F1028,ルネスタ錠１ｍｇ（院外専用）,337
2123011F1155,テノーミン錠２５ｍｇ【AD】,618
3112001M2379,◇ｱﾙﾌｧｶﾙｼﾄﾞｰﾙｶﾌﾟｾﾙ0.5μg,4
2149026F6028,◇ｶﾙﾃﾞﾅﾘﾝOD錠1mg,10
2171022F4095,◇ｱﾑﾛｼﾞﾋﾟﾝOD錠5mg,29
2316017F1035,◇ﾋﾞｵｽﾘｰ配合錠,205
3179115F2034,◇ｼﾅｰﾙ配合錠,171
1319823Q1026,◇ﾐｹﾙﾅ配合点眼液,188
1319720Q3213,◇ﾋｱﾙﾛﾝ酸Na点眼液0.1%,33
1319808Q2036,◇人工涙液ﾏｲﾃｨｱ点眼液,50
2329030F2027,タケキャブ錠２０ｍｇ,16493
2149026F6028,カルデナリンＯＤ錠１ｍｇ,2745
3179115F2034,シナール配合錠,4071
7213005B1028,マグコロール散68%（５０ｇ／包）,706
2357701K6239,ケンエーＧ浣腸液５０％・６０ｍｌ,1299
2329029M2023,ネキシウムカプセル20mg,30626
3259114S1026,エンシュア・Ｈ(ﾊﾞﾆﾗ)２５０ｍｌ,2481
1179038S1072,リスペリドン内用液(１ｍｇ／包)｢ﾄｰﾜ｣,1496
3259103B1036,エレンタール配合内用剤（８０ｇ／包）,5648
2339163D1037,ベリチーム配合顆粒（１ｇ／包）,1608
2316020F1029,ビオフェルミン錠剤,2644
2123016F1107,メインテート錠２．５ｍｇ【AD】,8524
2139011F3026,サムスカＯＤ錠７．５ｍｇ【AD】,11220
2399004F1200,プリンペラン錠５ｍｇ,13110
2123016F2189,メインテート錠５ｍｇ【AD】,1944
5200092D1020,ﾂﾑﾗ大建中湯(2.5g/包)TJ-100,13301
2669701N1044,ウレパールクリーム１０％・２０ｇ,952
2171008F1070,ワソラン錠４０ｍｇ,1633
3339950N1035,ヒルドイドクリーム０．３％・５０ｇ(院外),1954
6250019F1365,バラシクロビル錠５００ｍｇ「アスペン」,1800
6290100D1088,バクタ配合顆粒（１ｇ／包）（院外専用）,131
1190012F4025,アリセプトＤ錠５ｍｇ（院外専用）,612
2149048F2029,アジルバ錠４０ｍｇ,2235
1129009F1025,☆マイスリー錠５ｍｇ（睡眠薬）(院外専用),886
1139002F2026,☆テグレトール錠１００ｍｇ,881
2149049F1027,ミネブロ錠１．２５ｍｇ（院外専用）【AD】,34
2149026F4025,カルデナリン錠４ｍｇ（院外専用）,148
1190018F4022,メマリーＯＤ錠５ｍｇ,573
1179038F1023,☆リスパダール錠１ｍｇ,542
1179038S1021,☆リスパダール内用液(1mg/ml)(院外専用),89
1190018F5029,メマリーＯＤ錠１０ｍｇ（院外専用）,113
6250019F1365,バラシクロビル錠５００ｍｇ「SPKK」,3997
1129010F1028,◇ﾙﾈｽﾀ錠1mg,56
5200140D1021,◇ﾂﾑﾗ抑肝散加陳皮半夏ｴｷｽ顆粒ｲ),22
1139002F2026,◇ﾃｸﾞﾚﾄｰﾙ錠100mg,25
1179038F1023,◇ﾘｽﾊﾟﾀﾞｰﾙ錠1mg,9
2149026F3029,カルデナリン錠２ｍｇ（院外専用）,556
1139003F1059,(向)ランドセン錠０．５ｍｇ（院外専用）,276
1139003F1040,(向)リボトリール錠０．５ｍｇ,2442
1139002F2026,テグレトール錠１００ｍｇ,1275
1179058F4020,レキサルティＯＤ錠１ｍｇ,715
2659710N1152,ラミシールクリーム１％・１０ｇ,608
1190027F3025,デエビゴ錠１０ｍｇ（院外専用）,451
1179042F1194,クエチアピン錠２５ｍｇ「明治」,2503
3969023F1023,ジャディアンス錠１０ｍｇ,4159
2149045F1029,セララ錠２５ｍｇ【AD】,3079
2149045F2025,セララ錠５０ｍｇ（院外専用）【AD】,216
1179700S1021,ロナセンテープ２０ｍｇ,199
1190018F4022,メマリーＯＤ錠５ｍｇ（院外専用）,49
1179700S3024,ロナセンテープ４０ｍｇ（院外専用）,17
2171006N1105,◇ﾍﾙﾍﾞｯｻｰRｶﾌﾟｾﾙ100mg,57
2171017F2024,◇ｼｸﾞﾏｰﾄ錠5mg,67
2171023F2020,◇ｱｲﾄﾛｰﾙ錠20mg,21
2456001F2023,プレドニゾロン錠１ｍｇ（旭化成）【AD】,14773
2171006N1105,ヘルベッサーＲカプセル１００ｍｇ,2255
2171017F2156,ニコランジル錠５ｍｇ「サワイ」,3562
2171023F2020,アイトロール錠２０ｍｇ,1031
3229007C1032,グルコンサンＫ細粒４ｍＥｑ/ｇ(１ｇ/包),8224
2123016F1107,☆メインテート錠２．５ｍｇ【AD】,4160
3332001F1024,ワーファリン錠１ｍｇ,10018
1124009F2025,☆レンドルミンＤ錠０．２５ｍｇ(院外専用),678
2499011M1027,アボルブカプセル０．５ｍｇ（院外専用）,210
3339003F2020,☆イグザレルト錠15mg,476
3179115D1096,シナール配合顆粒（１ｇ／包）,2082
1124003F2222,☆ベンザリン錠５ｍｇ,336
2354003F2316,プルゼニド錠１２ｍｇ（院外専用）,1197
6131001M2300,サワシリンカプセル２５０ｍｇ,3321
2234001F1312,ビソルボン錠４ｍｇ,394
1149037F1020,セレコックス錠１００ｍｇ,12187
2499011M1027,アボルブカプセル０．５ｍｇ,1130
2316020F1029,ビオフェルミン錠剤（院外専用）,992
2329021F1102,ムコスタ錠１００ｍｇ（院外専用）,2449
1129009F2021,☆マイスリー錠１０ｍｇ(睡眠薬)(院外専用),328
3339003F4023,☆イグザレルトＯＤ錠１５ｍｇ,641
3259109S1025,エンシュア・リキッド(ｺｰﾋｰ)250mL（院外）,91
2139005F1052,ラシックス錠２０ｍｇ【AD】（院外専用）,1000
2499011M1060,◇ﾃﾞｭﾀｽﾃﾘﾄﾞｶﾌﾟｾﾙ0.5mgAV,1
2318001F1063,ガスコン錠４０ｍｇ,2113
2329009F1110,◇ﾄﾞｸﾞﾏﾁｰﾙ錠50mg,59
2329021F1102,◇ﾑｺｽﾀ錠100mg,325
3339003F3027,☆イグザレルトＯＤ錠１０ｍｇ,399
3929007F1029,ノベルジン錠２５ｍｇ,3724
2290804G4021,テリルジー２００エリプタ３０吸入用【AD】,271
1124008F1024,☆サイレース錠１ｍｇ,1438
1124023F1100,☆アルプラゾラム錠０．４ｍｇ「トーワ」,767
2329009F1217,☆スルピリド錠５０ｍｇ「サワイ」,500
4490025F4022,アレロックＯＤ錠５ｍｇ,6218
3311401A2026,大塚生食注２０ｍｌ,2590
2234700G1051,ビソルボン吸入液０．２％・４５ｍｌ,819
2259707S3023,ホクナリンテープ２ｍｇ【AD】,982
2290805G1027,ビレーズトリエアロスフィア５６吸入【AD】,60
2139005C1048,フロセミド細粒EMEC（成分量で入力）【AD】,5926
6241013S2029,レボフロキサシン内用液250mg(10mL/包)ﾄｰﾜ,213
1179012F1118,☆リーゼ錠５ｍｇ（院外専用）,161
1231009F1088,トランコロン錠７．５ｍｇ（院外専用）,4
7190701X1036,塩化ナトリウム末（１ｇ／包）,2808
1179012F1134,(向)クロチアゼパム錠５ｍｇ「トーワ」,573
2171701S4048,ミリステープ５ｍｇ,191
1231009F1088,◇ﾄﾗﾝｺﾛﾝ錠7.5mg,10
2329008C1097,◇ｱﾙｻﾙﾐﾝ細粒90%,19
2339114F1034,◇ｴｸｾﾗｰｾﾞ配合錠,13
2139011D1022,サムスカ顆粒（成分量で入力のこと）【AD】,2566
7190701X1036,塩化ナトリウム末,1464
2590008F2022,ハルナールＤ錠０．２ｍｇ（院外専用）,458
3399009F1020,☆エフィエント錠3.75mg,753
2171014G4096,◇ﾆﾌｪｼﾞﾋﾟﾝCR錠20mg,42
2189016F5066,◇ﾋﾟﾀﾊﾞｽﾀﾁﾝCa･OD錠2mg,9
2590008F2120,◇ﾀﾑｽﾛｼﾝ塩酸塩OD錠0.2mg,12
3399103F1020,◇ｷｬﾌﾞﾋﾟﾘﾝ配合錠,57
3969023F1023,☆ジャディアンス錠１０ｍｇ,878
3222007G1033,フェロ・グラデュメット錠１０５ｍｇ,5196
1179012F1118,◇ﾘｰｾﾞ錠5mg,71
2123016F1115,◇ﾋﾞｿﾌﾟﾛﾛｰﾙﾌﾏﾙ酸塩錠2.5mg,66
2190016S1027,カリメート経口液２０％(5g/25g/包),1238
2399010F2164,◇ﾓｻﾌﾟﾘﾄﾞｸｴﾝ酸塩錠5mg,8
2171017F2164,◇ﾆｺﾗﾝｼﾞﾙ錠5mg,62
2171701S2037,◇ﾆﾄﾛﾀﾞｰﾑTTS25mg,7
6139100F2044,オーグメンチン配合錠２５０ＲＳ,2870
2132003F3039,フルイトラン錠１ｍｇ（院外専用）【AD】,801
3332001F3035,☆ワーファリン錠０．５ｍｇ,3953
2123016F2189,☆メインテート錠５ｍｇ【AD】,1216
2149042F2021,ミカルディス錠４０ｍｇ（院外専用）,556
2171022F1029,ノルバスク錠２．５ｍｇ（院外専用）,437
1149019F1560,ロキソニン錠６０ｍｇ（院外専用）,3218
2492416G2024,☆ランタス注ｿﾛｽﾀ-(300単位/3mL)(院外)【AD】,495
3969011F1020,☆エクア錠５０ｍｇ,784
4490023F1024,アレグラ錠６０ｍｇ（院外専用）,1466
3332001F3035,ワーファリン錠０．５ｍｇ,6189
1319752Q1024,パタノール点眼液0.1%･5ml（院外専用）,633
2132003F3039,◇ﾌﾙｲﾄﾗﾝ錠1mg,81
2149042F2021,◇ﾐｶﾙﾃﾞｨｽ錠40mg,117
2171022F1029,◇ﾉﾙﾊﾞｽｸ錠2.5mg,55
3969015F3021,テネリアＯＤ錠２０ｍｇ(糖尿病用薬),1710
2144002F2349,エナラプリルマレイン酸塩錠５ｍｇ｢トーワ｣,5223
2149116F2043,◇ｶﾑｼｱ配合錠HD,16
2590010F4030,◇ｼﾛﾄﾞｼﾝOD錠4mg,258
2652701M2021,◇10%ｻﾘﾁﾙ酸ﾜｾﾘﾝ軟膏東豊,14
3339950M1161,◇ﾍﾊﾟﾘﾝ類似物質油性ｸﾘｰﾑ0.3%,127
1319807M1025,◇ﾈｵﾒﾄﾞﾛｰﾙEE軟膏,9
1315704Q3150,◇ﾌﾙｵﾛﾒﾄﾛﾝ点眼液0.1%,9
3112001F3058,ワンアルファ錠１μｇ（院外専用）,975
4291021M2027,☆タシグナカプセル１５０ｍｇ（院外専用）,28
2329019M1040,ウルグートカプセル２００ｍｇ(院外専用),35
5200081D1030,ﾂﾑﾗ参蘇飲(2.5g/包)TJ-66(院外専用),13
1319819Q1020,コソプト配合点眼液５ｍＬ,226
1319819Q1020,コソプト配合点眼液５ｍＬ【AD】,4255
3222013F1025,フェロミア錠５０ｍｇ（院外専用）,1442
2362001F2ZZZ,【般】ウルソデオキシコール酸錠100mg,2118
3999003F1297,フオイパン錠１００ｍｇ（院外専用）,207
2459100F1162,セレスタミン配合錠【AD】,415
1231014F1054,（毒）ウブレチド錠５ｍｇ,1358
5200048D1070,ﾂﾑﾗ五苓散(2.5g/包)TJ-17,2325
2325003F4163,◇ﾌｧﾓﾁｼﾞﾝOD錠20mg,97
1179002F1068,☆トリプタノール錠１０ｍｇ,504
2171022F1053,◇ｱﾑﾛｼﾞﾋﾟﾝ錠2.5mg,187
2344009F4034,◇ﾏｸﾞﾐｯﾄ錠500mg,153
2590002F1371,◇ﾌﾞﾗﾀﾞﾛﾝ錠200mg,10
2149043F1020,カルブロック錠８ｍｇ（院外専用）,160
3969015F1029,☆テネリア錠２０ｍｇ,557
3962002F2027,☆メトグルコ錠２５０ｍｇ,3103
2189017F1022,クレストール錠２．５ｍｇ（院外専用）,1626
3999019F3029,アクトネル錠７５ｍｇ（骨粗鬆症用薬）,1218
1149037F1038,◇ｾﾚｺｷｼﾌﾞ錠100mg,222
2149043F1119,◇ｱｾﾞﾙﾆｼﾞﾋﾟﾝ錠8mg,36
2149044F8037,◇ｵﾙﾒｻﾙﾀﾝOD錠5mg,25
2149044F5038,オルメサルタンＯＤ錠１０ｍｇ「ＤＳＥＰ」,1750
2357701K3140,グリセリン浣腸液50%｢ｹﾝｴｰ｣(Lﾀｲﾌﾟ)３０ｍＬ,1442
2189017F2029,クレストール錠５ｍｇ（院外専用）,648
2149115F1026,レザルタス配合錠ＬＤ（院外専用）(O10/AZ8),121
3969015F1029,☆テネリア錠２０ｍｇ(糖尿病用薬),149
2189018F1027,ゼチーア錠１０ｍｇ,5797
2149121F1021,ザクラス配合錠ＬＤ（院外専用）(AZ20/AM2.5),115
3962002F2027,メトグルコ錠２５０ｍｇ,3567
2149121F1021,◇ｻﾞｸﾗｽ配合錠LD,26
2189018F1167,◇ｴｾﾞﾁﾐﾌﾞ錠10mg,400
3962002F2027,◇ﾒﾄｸﾞﾙｺ錠250mg,158
3969015F3021,◇ﾃﾈﾘｱOD錠20mg,56
3969105F1023,イニシンク配合錠(AL25/M500),141
2189102F2020,ロスーゼット配合錠ＨＤ(院外専用)(EZ10/RO5),267
3969024F2024,ザファテック錠１００ｍｇ（院外専用）,3
3962002F3023,メトグルコ錠５００ｍｇ（院外専用）,1052
2139005F1079,◇ﾌﾛｾﾐﾄﾞ錠20mg,125
2329023F1020,◇ﾀｹﾌﾟﾛﾝOD錠15,229
2329012M1374,◇ﾃﾌﾟﾚﾉﾝｶﾌﾟｾﾙ50mg,8
1249009F1090,◇ﾐｵﾅｰﾙ錠50mg,50
2344009F2066,◇酸化ﾏｸﾞﾈｼｳﾑ錠330mg,225
2399010F2024,◇ｶﾞｽﾓﾁﾝ錠5mg,227
3136004F2243,◇ﾒｺﾊﾞﾗﾐﾝ錠500μg,83
1249009F1422,エペリゾン塩酸塩錠５０ｍｇ「トーワ」,869
2139008F2044,◇ｱｿﾞｾﾐﾄﾞ錠30mg,419
2149037F2039,◇ｱﾃﾚｯｸ錠10,76
2189017F2185,◇ﾛｽﾊﾞｽﾀﾁﾝ錠5mg,5
2456001F3046,◇ﾌﾟﾚﾄﾞﾆｿﾞﾛﾝ錠2.5mg,31
2190040B1020,◇ﾛｹﾙﾏ懸濁用散分包5g,26
1179025F1026,◇ﾃﾞﾊﾟｽ錠0.5mg,201
1147002F1560,◇ﾎﾞﾙﾀﾚﾝ錠25mg,10
1319722M1056,◇ﾀﾘﾋﾞｯﾄﾞ眼軟膏0.3%,48
2190040B1020,ロケルマ懸濁用散分包（５ｇ／包）,817
1179025F1247,(向)エチゾラム錠０．５ｍｇ「アメル」,3046
2144002F1296,エナラプリルマレイン酸塩錠2.5mg｢トーワ｣,10519
3339003F1024,☆イグザレルト錠10mg,312
2149032F1021,☆アーチスト錠１０ｍｇ【AD】,3997
2149118F1020,アイミクス配合錠ＬＤ（院外専用）(I100/AM5),249
3949003F3026,フェブリク錠４０ｍｇ（院外専用）,677
2149118F1046,◇ｲﾙｱﾐｸｽ配合錠LD,16
1129009F3036,◇ｿﾞﾙﾋﾟﾃﾞﾑ酒石酸塩OD錠5mg,11
2354002F2028,ヨーデルＳ糖衣錠８０㎎,1795
3112006M1022,エディロールカプセル0.5μg,4191
7990100A1106,ニフレック配合内用剤(１３７.１５５g／袋),2104
3999019F2022,アクトネル錠17.5mg（骨疾患用薬)(院外）,528
3112001F2051,ワンアルファ錠０．５μｇ（院外専用）,2603
3339003F3027,イグザレルトＯＤ錠１０ｍｇ,1117
2149032F1021,アーチスト錠１０ｍｇ【AD】,4808
2190016X1105,カリメート散（５ｇ／包）（院外専用）,38
2359006M2021,アミティーザカプセル１２μｇ（院外専用）,252
2133001F1476,◇ｽﾋﾟﾛﾉﾗｸﾄﾝ錠25mg,386
2329030F1020,◇ﾀｹｷｬﾌﾞ錠10mg,624
3339003F1024,◇ｲｸﾞｻﾞﾚﾙﾄ錠10mg,74
1129009F3028,◇ｿﾞﾙﾋﾟﾃﾞﾑ酒石酸塩OD錠5mg,36
4490026F2067,◇ﾓﾝﾃﾙｶｽﾄ錠10mg,136
2149032F1080,◇ｶﾙﾍﾞｼﾞﾛｰﾙ錠10mg,353
2190041F1027,◇ｴﾝﾚｽﾄ錠50mg,30
2233002F2103,◇ｶﾙﾎﾞｼｽﾃｲﾝ錠500mg,181
2359006M2021,◇ｱﾐﾃｨｰｻﾞｶﾌﾟｾﾙ12μg,61
5200097D1023,◇ﾂﾑﾗ竹じょ温胆湯ｴｷｽ顆粒ｲ),1
2329030F3023,タケキャブＯＤ錠１０ｍｇ,1760
4490026F2067,モンテルカスト錠１０ｍｇ「ＫＭ」,3498
2149700S1027,ビソノテープ４ｍｇ【AD】,646
1149037F1224,セレコキシブ錠１００ｍｇ「ＶＴＲＳ」,727
1149038F1024,トラマールＯＤ錠２５ｍｇ,6964
2133001C1097,アルダクトンＡ細粒（成分量で入力）【AD】,4906
2316009C1026,ミヤＢＭ細粒（１ｇ／包）,10116
2399010B1050,ﾓｻﾌﾟﾘﾄﾞｸｴﾝ酸塩散1%「日医工」(5mg/0.5g/包),193
2359005S1305,ピコスルファートNa内用液0.75%｢ﾄｰﾜ｣･10mL,4278
3929007D1028,ノベルジン顆粒（成分量で入力のこと）,232
2329023F1020,タケプロンＯＤ錠１５ｍｇ（院外専用）,2500
3253003D2031,リーバクト配合顆粒（４．１５ｇ／包）,3225
1329710Q2023,ナゾネックス点鼻液50μg112噴霧用(院外),432
2259807G2022,スピオルトレスピマット６０吸入【AD】,692
4490026F4035,シングレアＯＤ錠１０ｍｇ（院外専用）,178
1329710Q2023,◇ﾅｿﾞﾈｯｸｽ点鼻液50μg112噴霧用,21
2642702N1029,レスタミンコーワクリーム１％,1712
4490026F4051,◇ﾓﾝﾃﾙｶｽﾄOD錠10mg,5
2239001G1047,◇ｱﾝﾌﾞﾛｷｿｰﾙ塩酸塩徐放OD錠45mg,17
4490026F4078,◇ﾓﾝﾃﾙｶｽﾄOD錠10mg,1
2259709G2023,スピリーバ2.5μｇレスピマット60吸入,835
2149037F2039,アテレック錠１０ｍｇ（院外専用）,402
2431004F4020,チラーヂンＳ錠１２．５μｇ,5518
2171014G4088,◇ﾆﾌｪｼﾞﾋﾟﾝCR錠20mg,89
2149037F3027,◇ｱﾃﾚｯｸ錠20,15
4490026F4035,◇ｼﾝｸﾞﾚｱOD錠10mg,5
4291039M1020,☆レンビマカプセル４ｍｇ,846
3259108B1039,アミノレバンＥＮ配合散(ﾌﾙｰﾂ)（５０ｇ／包）,1038
3339950Q1074,◇ﾋﾙﾄﾞｲﾄﾞﾛｰｼｮﾝ0.3%,259
2259709G2023,◇ｽﾋﾟﾘｰﾊﾞ2.5μgﾚｽﾋﾟﾏｯﾄ60吸入,54
1190015F1020,レミッチＯＤ錠２．５μｇ,911
6250116F1025,エプクルーサ配合錠,52
2129004M2022,☆アスペノンカプセル20mg（院外専用）,152
2149042F1025,ミカルディス錠２０ｍｇ（院外専用）,458
2171022F2025,ノルバスク錠５ｍｇ（院外専用）,596
2149032F4020,☆アーチスト錠２．５ｍｇ【AD】,3912
2329012M1021,セルベックスカプセル５０ｍｇ（院外専用）,1142
3969014F1024,☆トラゼンタ錠5mg,1639
4291009F1071,☆ビカルタミド錠８０ｍｇ「ＮＫ」,628
2229101F1060,◇ﾌｽｺﾃﾞ配合錠,20
2133001F1620,◇ｽﾋﾟﾛﾉﾗｸﾄﾝ錠25mg,21
2139005F3055,◇ﾌﾛｾﾐﾄﾞ錠10mg,23
2149042F1084,◇ﾃﾙﾐｻﾙﾀﾝ錠20mg,4
2149042F2099,◇ﾃﾙﾐｻﾙﾀﾝ錠40mg,5
2171022F4176,◇ｱﾑﾛｼﾞﾋﾟﾝOD錠5mg,42
2329023F2078,◇ﾗﾝｿﾌﾟﾗｿﾞｰﾙOD錠30mg,4
2399008F1020,◇ｶﾞﾅﾄﾝ錠50mg,11
1129009F1122,◇ｿﾞﾙﾋﾟﾃﾞﾑ酒石酸塩錠5mg,3
2149032F4071,◇ｶﾙﾍﾞｼﾞﾛｰﾙ錠2.5mg,18
2239001F1718,◇ｱﾝﾌﾞﾛｷｿｰﾙ塩酸塩錠15mg,6
1129009F1025,(向)マイスリー錠５ｍｇ（睡眠薬）(院外専用),909
2149032F4020,アーチスト錠２．５ｍｇ【AD】,5019
4291063F1025,☆ニュベクオ錠３００ｍｇ,46
2139005F3020,◇ﾌﾛｾﾐﾄﾞ錠10mg,73
2149042F1033,◇ﾃﾙﾐｻﾙﾀﾝ錠20mg,79
2149042F2030,◇ﾃﾙﾐｻﾙﾀﾝ錠40mg,140
3222007G1033,◇ﾌｪﾛ･ｸﾞﾗﾃﾞｭﾒｯﾄ錠105mg,68
3969014F1024,◇ﾄﾗｾﾞﾝﾀ錠5mg,227
1129009F1084,◇ｿﾞﾙﾋﾟﾃﾞﾑ酒石酸塩錠5mg,128
1190017F1037,◇ﾌﾟﾚｶﾞﾊﾞﾘﾝOD錠25mg,127
2149032F4039,◇ｶﾙﾍﾞｼﾞﾛｰﾙ錠2.5mg,289
2329012M1021,◇ｾﾙﾍﾞｯｸｽｶﾌﾟｾﾙ50mg,138
5200090D1030,◇ﾂﾑﾗ大黄甘草湯ｴｷｽ顆粒ｲ),53
4291031F1025,☆イクスタンジ錠４０ｍｇ,460
2149042F1033,テルミサルタン錠２０ｍｇ「ＤＳＥＰ」,2794
1190017F1266,プレガバリンＯＤ錠２５ｍｇ「ファイザー」,106
1190019F4027,レミニールＯＤ錠４ｍｇ,182
2119003F2650,ユビデカレノン錠１０ｍｇ「サワイ」,1001
2649710M2050,亜鉛華単軟膏１０％,927
7121704X1300,オリーブ油,293
1139004G1040,デパケンＲ錠１００ｍｇ,493
2189010F1357,プラバスタチンＮａ錠５ｍｇ「トーワ」,1931
3399008F2110,☆クロピドグレル錠７５ｍｇ「ＳＡＮＩＫ」,1826
3961008F3023,◇ｱﾏﾘｰﾙ0.5mg錠,55
1129006F1030,◇塩酸ﾘﾙﾏｻﾞﾎﾝ錠1,1
1180107D1123,◇ﾄｰﾜﾁｰﾑ配合顆粒,8
3179107M1059,◇ﾋﾞﾀﾉｲﾘﾝｶﾌﾟｾﾙ50,41
1124017F2135,☆セルシン錠２ｍｇ,762
2399017F1020,リンゼス錠０．２５ｍｇ,3184
2649734Q2022,ボルタレンローション1%･50g（院外専用）,216
2149046F2119,◇ｲﾙﾍﾞｻﾙﾀﾝ錠100mg,6
2171022F2297,◇ｱﾑﾛｼﾞﾋﾟﾝ錠5mg,19
2189017F2118,◇ﾛｽﾊﾞｽﾀﾁﾝ錠5mg,19
2189018F1078,◇ｴｾﾞﾁﾐﾌﾞ錠10mg,9
3399008F2188,◇ｸﾛﾋﾟﾄﾞｸﾞﾚﾙ錠75mg,14
1129006F1021,☆リスミー錠１ｍｇ,603
4490032F1023,デザレックス錠５ｍｇ,2250
2171700S1095,◇ﾌﾗﾝﾄﾞﾙﾃｰﾌﾟ40mg,19
2431004F4020,◇ﾁﾗｰﾁﾞﾝS錠12.5μg,125
4490034F1022,◇ﾙﾊﾟﾌｨﾝ錠10mg,100
2325003F3035,◇ｶﾞｽﾀｰD錠10mg,80
1149019F1ZZZ,【般】ロキソプロフェンＮａ錠60mg,4699
2189018F1027,ゼチーア錠１０ｍｇ（院外専用）,637
3112006F1023,エディロール錠０．５μｇ,978
4490033F2024,ビラノアＯＤ錠２０ｍｇ,4461
2149046F1031,イルベタン錠５０ｍｇ（院外専用）,154
2183007F1025,パルモディア錠０．１ｍｇ,2013
2149046F4030,◇ｲﾙﾍﾞｻﾙﾀﾝOD錠50mg,2
2149046F4049,◇ｲﾙﾍﾞｻﾙﾀﾝOD錠50mg,1
6199104X1023,ボノサップパック４００（院外専用）,89
2149046F4022,◇ｲﾙﾍﾞｻﾙﾀﾝOD錠50mg,1
6241013F3051,レボフロキサシン錠５００ｍｇ「ＤＳＥＰ」,6011
2149049F4026,ミネブロＯＤ錠１．２５ｍｇ（院外）【AD】,94
3961007F1115,◇ｸﾞﾘﾐｸﾛﾝ錠40mg,19
2590007F1021,バップフォー錠１０ｍｇ,234
1129010F2024,☆ルネスタ錠２ｍｇ,1585
1190016F1024,ロゼレム錠８ｍｇ,6379
3919100F1177,◇ﾈｵﾌｧｰｹﾞﾝC配合錠,5
